Santa Cruz,2000,40821,1312.3,31,25.2,103.0,60.2, 10445,3.90,56.9,9.3,94.6,97.5,93.0,7.1,8.2,5.0,34.7,,84.9,38.2,7.5,57.9,42.1,60.0,23.7,24.7,4.0,8.6,23.6,24.6,
Santa Cruz,2011,55104,1312.3,42,48.1,98.1,48.1, 16645,3.31,61.9,6.0,98.1,99.4,97.5,8.7,9.5,7.4,28.4,15.4,82.9,37.5,6.2,52.5,47.5,62.3,33.2,21.4,8.6,12.3,22.2,31.7,4.9
Bagaces,2000,15972,1273.5,13,44.9,104.3,67.7, 4005,3.99,58.7,9.8,91.8,96.1,89.1,5.8,6.9,3.3,32.5,,77.2,24.1,5.7,53.0,47.0,75.6,17.5,22.5,6.4,5.9,19.8,19.3,
Bagaces,2011,19536,1273.5,15,46.7,101.8,54.5, 5615,3.48,53.3,6.5,96.2,99.2,94.5,7.0,7.8,5.4,32.3,8.3,84.7,38.4,5.9,54.1,45.9,68.9,23.2,17.8,8.3,9.4,16.2,26.8,5.5
Carrillo,2000,27306,577.5,47,38.5,103.5,63.8, 6501,4.19,61.4,12.2,95.6,97.0,94.7,6.8,7.7,4.8,33.0,,81.0,29.3,4.8,56.0,44.0,66.2,21.0,19.6,9.7,6.7,19.7,23.0,
Carrillo,2011,37122,577.5,64,62.3,100.4,50.8, 10141,3.65,61.7,9.0,97.8,99.1,97.2,8.1,8.8,7.0,29.4,10.2,84.8,32.9,4.9,53.5,46.5,63.9,29.3,17.7,12.1,10.2,19.6,29.2,5.8
Cañas,2000,24076,682.2,35,68.6,103.5,65.8, 5902,4.07,51.9,10.6,92.8,96.8,90.1,6.2,7.2,3.8,33.7,,80.0,29.0,4.7,53.2,46.8,72.3,21.2,19.5,9.2,6.0,17.9,20.8,
Cañas,2011,26201,682.2,38,80.0,97.1,50.8, 7172,3.65,54.8,7.8,96.4,98.8,95.2,7.5,8.3,6.1,33.1,10.7,87.4,39.1,7.1,50.2,49.8,70.8,29.8,14.3,8.1,9.7,16.0,28.8,6.0
Abangares,2000,16276,675.8,24,25.8,105.6,67.0, 4127,3.93,47.7,7.6,90.5,96.0,87.0,5.7,6.8,3.3,32.5,,80.2,27.7,3.8,55.7,44.3,69.7,17.0,23.8,2.5,6.9,20.7,20.3,
Abangares,2011,18039,675.8,27,30.4,99.9,51.4, 5311,3.39,49.7,5.4,95.5,98.8,93.8,6.8,7.7,5.2,30.3,9.5,85.4,35.1,4.8,52.9,47.1,69.6,25.0,21.8,3.7,12.0,19.2,26.7,6.6
Tilarán,2000,17871,638.4,28,36.2,101.7,64.4, 4581,3.89,67.4,4.3,93.5,97.6,91.0,6.2,7.2,4.2,31.7,,81.1,29.7,3.5,55.3,44.7,70.9,18.4,25.3,4.2,7.0,20.7,17.1,
Tilarán,2011,19640,638.4,31,50.7,98.3,52.9, 6018,3.26,65.9,2.5,96.4,99.2,95.0,7.3,8.3,6.0,32.2,15.0,90.2,45.7,6.2,51.4,48.6,71.5,26.5,16.7,5.7,11.7,13.7,24.8,9.5
Nandayure,2000,9985,565.6,18,14.7,106.3,66.9, 2485,4.01,54.7,9.1,91.3,97.4,87.9,5.4,6.7,3.1,29.0,,74.3,21.1,3.8,60.5,39.5,65.4,12.1,28.5,1.6,7.0,23.5,17.6,
Nandayure,2011,11121,565.6,20,20.7,104.0,51.2, 3307,3.35,50.7,3.7,96.2,99.3,94.7,6.7,7.7,5.2,31.2,10.7,87.3,45.1,5.4,57.8,42.2,63.1,20.8,18.1,3.2,13.9,14.9,23.8,11.2
La Cruz,2000,16505,1383.9,12,23.2,102.4,80.5, 3349,4.92,39.1,21.1,87.4,95.1,80.7,4.8,5.7,2.5,34.2,,72.4,22.0,4.9,58.5,41.5,67.5,14.6,35.2,21.1,5.4,36.1,18.1,
La Cruz,2011,19181,1383.9,14,37.1,96.9,59.3, 4732,4.05,41.6,10.7,93.8,98.6,90.5,6.2,7.1,4.5,34.9,6.2,82.7,34.0,6.6,54.6,45.4,68.7,23.0,32.1,18.2,9.4,30.0,27.6,7.3
Hojancha,2000,6534,261.4,25,24.8,106.7,68.2, 1507,4.34,58.5,7.5,91.7,97.2,88.3,5.6,6.9,3.2,31.4,,76.6,25.8,4.7,59.0,41.0,66.9,13.6,25.3,1.7,6.2,16.3,15.9,
Hojancha,2011,7197,261.4,28,24.3,103.2,48.5, 2028,3.55,58.1,3.0,96.5,99.5,95.0,7.2,8.3,5.5,33.3,8.6,88.5,58.3,6.4,56.2,43.8,63.6,23.3,17.7,2.6,12.6,12.7,24.4,9.3
Puntarenas,2000,102504,1842.3,56,65.5,104.0,62.1, 25917,3.93,56.8,12.3,93.9,97.3,91.8,6.5,7.5,4.5,31.6,,78.7,25.7,4.9,52.4,47.6,70.9,23.5,21.1,5.1,6.1,20.8,22.8,
Puntarenas,2011,115019,1842.3,62,71.5,99.1,51.3, 33228,3.44,51.1,7.9,97.1,99.1,96.1,7.6,8.3,6.4,33.0,10.8,87.8,40.2,7.3,51.8,48.2,67.1,29.9,15.4,5.6,10.9,14.2,29.9,4.8
Esparza,2000,23963,216.8,111,56.6,100.3,62.4, 6265,3.82,63.0,8.5,95.0,98.1,93.2,7.2,8.2,4.9,33.4,,82.8,33.3,4.9,52.8,47.2,72.1,22.6,18.7,3.2,5.7,18.2,20.5,
Esparza,2011,28644,216.8,132,74.6,96.6,50.0, 8435,3.39,59.4,4.6,97.6,99.1,96.9,8.3,9.2,6.9,33.5,10.7,88.8,46.1,8.0,50.5,49.5,70.0,30.1,15.1,4.3,12.0,14.0,26.6,8.1
Buenos Aires,2000,40139,2384.2,17,25.6,107.5,84.6, 8691,4.62,42.3,20.1,89.4,94.3,85.4,4.9,5.7,2.7,31.7,,67.7,17.4,4.3,50.7,49.3,82.3,13.0,18.1,1.9,5.8,13.3,16.4,
Buenos Aires,2011,45244,2384.2,19,37.7,101.7,60.7, 12205,3.70,42.7,9.2,95.3,98.9,92.8,6.0,6.7,4.4,36.2,5.7,82.5,36.5,7.2,54.8,45.2,70.8,19.3,13.5,2.2,10.5,10.3,25.3,6.7
Montes de Oro,2000,11159,244.8,46,51.5,99.5,61.2, 2979,3.73,61.2,8.0,93.3,97.7,90.7,6.3,7.5,4.0,32.4,,81.9,30.2,4.6,54.5,45.5,71.4,20.0,11.0,2.8,6.7,9.2,21.4,
Montes de Oro,2011,12950,244.8,53,68.5,98.9,48.3, 3929,3.29,62.5,3.9,96.4,99.4,95.1,7.8,8.9,6.1,30.5,11.8,87.2,44.6,6.1,52.3,47.7,67.6,28.0,11.8,4.3,10.8,9.6,24.8,8.4
Osa,2000,25861,1930.2,13,28.9,111.4,68.8, 6389,4.04,36.0,11.5,90.5,95.8,86.9,5.5,6.5,3.4,30.7,,73.3,20.7,4.3,53.3,46.7,72.3,17.5,16.5,3.4,7.6,15.1,17.2,
Osa,2011,29433,1930.2,15,38.0,104.5,52.1, 8904,3.30,43.2,6.3,95.3,98.7,93.4,6.8,7.5,5.4,30.8,7.6,83.8,32.7,6.1,51.5,48.5,68.7,27.4,19.2,4.1,14.1,15.1,26.6,8.6
Aguirre,2000,20188,543.8,37,34.0,110.1,64.5, 5227,3.85,50.6,10.8,92.3,96.2,89.8,6.3,7.1,4.0,30.4,,76.7,16.7,4.0,46.0,54.0,78.7,26.5,19.7,6.8,5.7,17.2,17.9,
Aguirre,2011,26861,543.8,49,52.8,106.1,46.3, 8094,3.32,47.8,8.2,96.5,99.0,95.2,7.4,7.8,6.3,30.3,8.5,86.4,30.8,5.9,45.0,55.0,74.4,34.5,16.1,9.7,9.1,16.5,24.6,8.0
Golfito,2000,33823,1754.0,19,31.2,107.5,67.8, 8683,3.89,41.0,11.8,91.4,96.6,87.9,5.7,6.7,3.4,31.0,,74.7,22.6,4.2,52.3,47.7,71.1,22.6,25.6,4.2,6.0,27.0,20.0,
Golfito,2011,39150,1754.0,22,46.9,102.3,53.6, 11576,3.37,45.1,7.2,96.0,99.4,94.1,7.0,7.8,5.5,33.0,6.4,85.7,35.8,6.9,51.6,48.4,68.5,28.0,22.6,3.7,12.9,23.7,27.7,6.6
Coto Brus,2000,40082,933.9,43,8.7,104.0,73.1, 9545,4.18,45.2,9.3,91.4,95.7,88.2,5.1,6.0,2.9,30.8,,69.9,21.1,3.1,53.5,46.5,77.5,14.2,17.6,3.7,6.4,15.2,15.7,
Coto Brus,2011,38453,933.9,41,23.0,99.0,60.5, 10936,3.50,46.5,5.1,94.7,98.0,92.8,6.3,7.4,4.6,35.3,7.4,86.6,40.1,6.6,55.3,44.7,68.7,21.8,16.7,4.9,12.1,14.2,24.6,7.8
Parrita,2000,12112,478.8,25,27.1,106.9,67.2, 3214,3.76,53.0,8.8,87.9,95.4,82.8,5.0,6.1,2.6,27.5,,71.7,15.0,1.8,51.0,49.0,77.7,17.7,21.3,2.9,6.9,17.7,18.7,
Parrita,2011,16115,478.8,34,53.2,104.5,48.3, 4833,3.32,51.4,6.3,94.6,99.2,92.2,6.5,7.3,5.0,29.5,6.6,84.3,31.9,5.2,49.6,50.4,73.1,27.0,15.1,7.6,9.5,14.9,25.1,5.9
Corredores,2000,37274,620.6,60,30.8,103.8,69.3, 9364,3.98,46.0,11.5,92.3,96.6,89.3,6.0,7.1,3.3,31.8,,76.3,20.4,4.8,52.5,47.5,71.5,22.4,19.0,6.7,6.8,15.2,20.8,
Corredores,2011,41831,620.6,67,51.3,98.1,55.2, 11849,3.52,46.0,7.2,96.0,99.0,94.3,7.3,8.2,5.4,34.6,7.0,86.8,37.3,8.0,50.0,50.0,71.6,29.0,19.2,5.9,12.1,15.7,28.3,6.1
Garabito,2000,10378,316.3,33,34.6,110.5,59.4, 2708,3.80,60.7,13.3,91.3,95.8,88.2,5.9,6.4,4.0,26.1,,72.2,11.4,1.8,44.7,55.3,77.4,30.0,29.8,13.6,4.5,26.8,16.5,
Garabito,2011,17229,316.3,54,73.1,100.7,48.1, 5313,3.24,61.5,12.9,96.7,99.1,95.5,7.5,7.9,6.3,28.5,9.9,85.7,23.3,4.3,39.8,60.2,79.1,41.6,25.3,24.1,7.9,24.2,27.5,4.5
Limón,2000,89933,1765.8,51,63.1,101.4,68.2, 23341,3.83,55.2,11.2,93.9,95.8,92.7,6.8,7.5,4.9,36.5,,81.5,29.2,7.4,49.5,50.5,74.3,26.7,16.9,8.1,5.9,19.7,25.2,
Limón,2011,94415,1765.8,53,71.2,94.0,56.9, 26666,3.52,51.1,8.3,97.0,99.1,95.7,8.1,8.7,7.0,35.7,8.6,85.1,39.7,8.7,51.1,48.9,66.6,32.6,12.6,6.7,11.8,15.4,32.7,4.4
Pococí,2000,103121,2403.5,43,34.1,107.6,66.8, 25356,4.03,54.4,9.7,92.7,96.4,90.1,5.7,6.5,3.3,31.7,,75.0,19.9,4.1,50.6,49.4,75.1,21.7,19.9,6.9,6.6,19.7,18.2,
Pococí,2011,125962,2403.5,52,59.2,100.9,51.6, 36238,3.46,51.8,6.3,96.5,99.1,95.0,6.9,7.6,5.4,32.9,8.1,84.4,32.9,6.9,48.8,51.2,73.5,28.9,16.2,7.5,11.4,16.1,26.5,6.3
Siquirres,2000,52409,860.2,61,29.1,109.5,70.9, 12781,4.06,50.0,10.6,92.7,96.6,89.9,5.5,6.3,3.4,31.4,,74.4,16.9,3.8,49.5,50.5,77.4,20.4,13.6,6.7,5.8,14.9,16.8,
Siquirres,2011,56786,860.2,66,53.8,102.6,52.7, 16206,3.49,48.2,5.9,96.5,99.1,95.0,6.5,7.2,5.2,32.7,8.9,84.6,31.5,6.3,49.4,50.6,73.9,26.8,10.8,6.9,10.8,10.4,25.0,6.6
Talamanca,2000,25857,2809.9,9,8.3,112.8,83.6, 5808,4.42,38.4,24.8,84.6,89.0,81.0,4.8,5.4,2.9,29.6,,64.8,14.3,4.3,42.6,57.4,84.2,26.0,34.7,18.5,4.6,32.1,17.1,
Talamanca,2011,30712,2809.9,11,23.4,104.0,65.1, 7999,3.83,44.1,14.1,93.1,97.9,89.6,6.4,6.9,5.2,36.2,7.4,82.5,30.7,6.7,49.6,50.4,71.1,28.8,19.1,16.3,9.6,17.6,26.7,5.2
Matina,2000,33096,772.6,43,18.1,112.2,71.7, 8073,4.04,43.5,15.5,91.6,94.7,89.3,5.2,5.8,3.4,30.8,,72.7,15.8,4.4,47.0,53.0,80.7,20.1,13.7,13.8,6.2,15.3,15.1,
Matina,2011,37721,772.6,49,50.9,108.1,56.0, 10410,3.59,37.1,10.5,96.0,99.0,94.1,6.2,6.7,4.9,32.8,6.1,81.6,27.5,6.0,48.1,51.9,75.5,26.4,9.8,14.5,10.5,12.1,22.6,2.7
Guácimo,2000,34879,576.5,61,30.5,107.7,68.2, 8549,4.03,57.6,9.9,92.2,96.2,89.4,5.3,6.1,3.1,31.2,,73.6,22.7,3.3,50.7,49.3,75.2,21.0,15.3,8.1,6.2,15.9,18.2,
Guácimo,2011,41266,576.5,72,48.7,99.9,53.8, 11797,3.47,51.4,5.7,96.5,99.1,94.9,6.3,7.0,5.0,32.5,10.3,83.2,32.2,5.6,49.6,50.4,73.7,27.2,14.1,8.5,11.6,12.4,27.6,5.4
